Lng,Lat,tradeTime,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district
116.4239,40.00236,9/22/16,12,360,43610,82.55,1,0,0,1,1,2004,3,6,0.3,1,0,1,7
116.559953,40.117154,9/22/16,3,116,21887,53,1,0,1,1,3,2013,4,6,0.136,1,0,1,13
116.647356,39.896263,8/17/16,38,300,42620,70.39,1,1,1,1,4,2002,4,2,0.333,0,1,1,11
116.588913,39.922146,8/10/16,77,260,36112,72,2,1,1,1,4,2000,3,2,0.5,0,1,0,7
116.398206,39.979381,7/31/16,42,256.5,61188,41.92,1,1,1,1,4,1981,4,2,0.333,0,1,1,7
116.63734,39.88191,6/19/16,10,210,23596,89,2,2,1,1,3,2008,4,6,0.5,1,1,0,11
116.118409,39.937888,6/17/16,12,167.5,29376,57.02,1,1,1,1,4,2006,4,2,0.333,0,1,0,12
116.473756,40.002381,8/30/16,33,355,63712,55.72,1,0,1,1,4,2003,1,6,0.188,1,0,1,7
116.259318,40.217911,7/31/16,17,307,27289,112.5,3,2,1,2,4,1999,4,2,0.5,0,1,0,6
116.659218,40.128885,6/21/16,3,210,32675,64.27,1,1,1,1,4,1993,3,2,0.5,0,1,1,13
116.487307,39.935988,7/31/16,38,310,48197,64.32,1,1,1,1,1,2000,4,6,0.2,1,1,1,7
116.520858,39.918846,6/27/16,22,188,41778,45,1,1,1,1,4,1995,3,2,0.25,0,1,1,7
116.320453,40.039032,8/29/16,77,742,88334,84,2,2,1,1,4,1993,3,2,0.333,0,0,1,8
116.346469,39.882483,6/16/16,21,270,62486,43.21,1,0,1,1,3,2004,4,6,0.231,1,0,0,10
116.421451,40.070785,8/12/16,10,415,25927,160.07,3,2,1,2,4,2001,3,2,0.5,1,0,1,6
116.357508,39.928132,9/13/16,30,675,90605,74.5,3,1,1,1,4,1983,3,2,0.333,0,0,1,10
116.396844,39.872512,6/29/16,66,274,45448,60.29,2,1,1,1,4,1992,3,2,0.333,0,1,1,1
116.350909,39.745849,7/21/16,10,173,29140,59.37,2,1,1,1,4,1989,3,2,0.5,0,1,1,4
116.331795,39.878655,8/19/16,3,419,44575,94,2,1,1,1,1,2008,3,6,0.25,1,0,0,2
116.560168,40.110054,7/21/16,79,390,31452,124,3,2,1,2,4,1996,4,2,0.5,0,1,0,13
116.345084,39.884248,6/20/16,25,400,70485,56.75,2,1,1,1,4,1994,4,2,0.5,0,1,0,10
116.512916,39.966511,8/3/16,48,451,47650,94.65,2,2,1,2,4,2006,4,6,0.333,1,0,0,7
116.38343,39.967454,7/27/16,17,801,101393,79,2,1,1,1,4,1997,3,2,0.5,0,1,0,10
116.397236,39.864463,6/26/16,27,259,38878,66.62,1,1,1,1,1,2000,3,6,0.2,1,1,0,2
116.480675,39.868869,6/16/16,9,236,46275,51,1,1,1,1,4,2005,3,2,0.25,0,0,0,7
116.427825,40.046804,6/22/16,29,469,47480,98.78,2,2,1,1,4,2006,4,6,0.5,1,1,1,7
116.254785,39.899146,8/28/16,9,540,39671,136.12,3,2,1,2,1,2007,4,6,0.3,1,1,0,2
116.118409,39.937888,8/3/16,22,436,28875,151,3,2,1,2,4,2006,4,6,0.333,1,1,0,12
116.308663,39.839115,7/8/16,7,436,42159,103.42,2,1,1,1,1,2002,1,6,0.3,1,1,1,2
116.458742,39.886929,7/11/16,11,246.5,41894,58.84,2,0,1,1,4,1980,4,2,0.5,0,0,1,7
116.421876,40.008585,8/28/16,78,475,57319,82.87,2,1,1,1,1,1997,4,6,0.2,1,1,1,7
116.435195,39.919148,8/6/16,35,610,78477,77.73,3,1,1,1,4,1992,2,4,0.333,0,1,1,1
116.560168,40.110054,6/17/16,17,330,34375,96,2,1,1,1,4,1996,3,2,0.5,0,1,0,13
116.384103,39.972885,6/30/16,24,575,100175,57.4,2,1,1,1,4,1987,4,4,0.5,0,0,0,10
116.654682,40.125799,7/23/16,29,397,35136,112.99,3,1,1,2,3,2005,1,2,0.667,1,1,0,13
116.648422,40.137571,8/11/16,15,243,29635,82,2,1,1,1,4,1996,3,2,0.5,0,0,1,13
116.417974,40.001717,6/17/16,86,230,58081,39.6,1,0,1,1,1,2008,4,6,0.25,1,1,1,7
116.382471,40.08696,6/19/16,19,310,39898,77.7,2,1,1,1,4,2003,4,2,0.25,0,1,0,6
116.384953,39.94544,9/6/16,69,490,73907,66.3,2,0,1,1,4,Î´Öª,3,2,0.25,0,1,1,10
116.440751,39.964808,7/6/16,24,575,52589,109.34,2,2,1,1,1,2001,4,6,0.375,1,1,1,7
116.435618,39.929172,8/29/16,47,480,85930,55.86,1,1,1,1,4,2003,4,6,0.333,0,1,1,1
116.350111,39.797633,6/18/16,9,208,30589,68,1,1,1,1,1,2010,3,6,0.273,1,0,0,4
116.495008,39.992417,7/14/16,78,240,42232,56.83,2,1,1,1,4,1993,4,2,0.333,0,0,1,7
116.454135,39.850772,7/2/16,12,114.5,30420,37.64,1,0,1,1,1,2011,4,6,0.227,1,0,1,7
116.413442,40.008456,9/27/16,2,990,99000,100,1,1,0,0,1,2000,1,6,0.2,1,0,1,7
116.454235,39.963537,8/12/16,47,294.9,53589,55.03,3,0,1,1,4,1979,3,4,0.333,0,0,1,7
116.395668,39.957522,7/20/16,18,438,102337,42.8,1,1,1,1,4,1981,3,4,0.2,0,1,1,10
116.419013,40.012818,6/29/16,38,797,69815,114.16,2,1,1,1,3,2006,4,6,0.5,1,1,1,7
116.341759,39.755588,6/20/16,9,320,34863,91.79,2,2,1,1,3,2007,3,6,0.5,1,1,1,4
116.488988,39.870064,6/22/16,49,238,42914,55.46,1,1,1,1,3,2008,4,6,0.5,1,1,0,7
116.391726,39.978788,9/7/16,35,500,94697,52.8,1,1,1,1,1,1991,3,2,0.25,1,0,1,10
116.342088,39.749733,8/13/16,14,187.5,33736,55.58,2,1,1,1,4,1992,3,2,0.333,0,0,1,4
116.441781,39.991956,6/22/16,45,331,73069,45.3,1,1,1,1,4,1994,3,2,0.333,0,1,0,7
116.471971,39.928354,8/20/16,46,375,54506,68.8,2,2,1,1,4,1987,4,2,0.333,0,0,1,7
116.186217,39.756632,8/4/16,95,210,17356,121,3,1,1,1,4,2005,1,2,0.5,0,1,1,5
116.504397,39.92941,6/30/16,61,205,40204,50.99,1,1,1,1,4,1993,4,2,0.333,0,1,1,7
116.224768,39.904248,6/17/16,15,220,34300,64.14,1,1,1,1,1,1995,4,6,0.25,1,0,0,9
116.174718,39.774367,8/14/16,3,270,24108,112,2,1,1,1,3,2004,4,6,0.5,0,1,0,5
116.481662,39.878749,8/17/16,75,197,43954,44.82,1,1,1,1,1,1993,4,6,0.2,1,0,1,7
116.481662,39.878749,7/2/16,37,207.5,46173,44.94,1,1,1,1,4,1993,3,2,0.25,0,1,1,7
116.489254,40.006445,8/23/16,25,405,64245,63.04,1,1,1,1,3,2006,4,6,0.5,1,0,1,7
116.37555,40.042102,6/28/16,8,565.6,48006,117.82,3,2,1,2,4,2000,3,2,0.5,0,1,0,8
116.479017,39.950244,7/28/16,24,430,55150,77.97,3,1,1,1,4,1985,3,2,0.333,0,1,1,7
116.367291,39.948688,7/12/16,50,498,84551,58.9,2,1,1,1,4,1997,3,2,0.5,0,1,1,10
116.287719,39.931907,8/25/16,152,366,60247,60.75,2,1,1,1,4,1996,4,2,0.5,0,1,1,8
116.348004,39.903716,8/22/16,34,580,90063,64.4,2,1,1,1,1,1987,4,2,0.25,1,0,0,10
116.429293,39.872461,6/19/16,88,145,55176,26.28,1,0,0,1,1,2005,4,6,0.12,1,1,1,2
116.357993,39.886227,7/29/16,25,459,60395,76,3,1,1,1,1,1980,4,6,0.333,1,0,0,10
116.413563,40.054842,7/11/16,38,388,46418,83.59,2,1,1,1,4,2007,4,6,0.5,0,1,1,7
116.439746,39.905443,7/14/16,35,700,72165,97,2,1,1,2,4,1994,4,2,0.5,1,1,1,1
116.456991,39.956732,6/17/16,14,390,51404,75.87,3,1,1,1,4,1966,3,6,0.333,0,1,0,7
116.301709,39.919502,6/28/16,12,560,104478,53.6,3,1,1,1,4,1993,4,2,0.333,0,1,1,8
116.655952,39.893658,6/30/16,12,371,36879,100.6,2,2,1,1,4,2004,4,4,0.5,0,1,0,11
116.147569,39.903963,6/22/16,26,245,29321,83.56,2,1,1,1,4,Î´Öª,3,6,0.5,1,0,0,12
116.308482,39.943704,7/21/16,33,650,64485,100.8,2,2,1,1,1,1996,4,6,0.333,1,1,0,8
116.38037,39.958917,8/10/16,58,830,105064,79,2,1,1,1,3,1999,4,2,0.5,0,1,1,10
116.320594,39.769022,7/11/16,9,271,32045,84.57,2,1,1,1,4,2003,1,6,0.333,1,1,0,4
116.394288,39.972468,9/29/16,90,480,108109,44.4,2,1,1,1,4,1974,3,2,0.333,0,0,1,10
116.351869,40.093821,7/27/16,98,266,34099,78.01,2,1,1,1,4,2004,1,2,0.25,0,1,1,6
116.497474,39.810115,7/27/16,17,145,29000,50,1,1,1,1,1,2011,4,6,0.222,1,0,1,3
116.336562,39.979925,7/3/16,5,390,94891,41.1,1,1,1,1,4,1988,4,2,0.5,0,1,1,8
116.313465,39.856611,6/23/16,215,200,38023,52.6,1,1,1,1,1,2006,1,6,0.333,1,1,1,2
116.571828,40.066974,7/31/16,40,314,28808,109,3,1,1,1,4,1996,4,4,0.5,0,0,0,13
116.508281,39.915816,8/29/16,273,289,43006,67.2,1,1,1,1,3,2008,4,6,0.167,1,0,1,7
116.34596,39.967364,6/30/16,12,432,65455,66,1,1,1,1,1,2000,1,6,0.2,1,1,0,8
116.416156,40.082585,6/21/16,9,308.5,21387,144.25,3,1,1,2,1,2003,4,2,0.375,1,1,1,6
116.416572,40.063191,8/17/16,81,298,38727,76.95,2,1,1,1,1,2010,4,6,0.231,1,1,1,6
116.489254,40.006445,7/18/16,19,420,65997,63.64,1,1,1,1,3,2006,4,6,0.5,1,1,1,7
116.336918,39.893507,7/18/16,15,471.5,68813,68.52,2,1,1,1,4,1997,3,2,0.5,0,1,1,10
116.390177,39.967981,9/13/16,34,1100,76389,144,3,2,1,2,3,2005,3,6,0.5,1,0,0,10
116.309693,39.980736,9/8/16,33,650,72870,89.2,1,1,1,1,3,2006,4,6,0.2,1,0,1,8
116.642449,39.899814,7/19/16,34,532,41713,127.54,3,2,1,2,4,2005,4,6,0.5,1,1,0,11
116.402495,39.846914,7/3/16,108,192,39264,48.9,1,1,1,1,4,1998,2,2,0.25,0,1,1,2
116.374708,39.854229,7/20/16,168,249,42850,58.11,2,1,1,1,4,1998,1,2,0.5,0,1,1,2
116.316963,40.056306,6/29/16,38,261.5,47101,55.52,1,1,1,1,4,1999,3,2,0.25,0,1,1,8
116.421401,40.034126,8/29/16,27,770,51678,149,3,2,1,2,4,2000,4,6,0.25,1,0,1,7
116.344985,39.891739,9/10/16,83,423.8,88347,47.97,1,1,1,1,1,2006,4,6,0.231,1,0,1,10
116.377439,40.072955,7/8/16,33,230,40422,56.9,1,2,1,1,4,2008,4,6,1.333,1,1,0,8
116.399018,39.978141,8/24/16,85,890,97481,91.3,3,1,1,1,3,1998,4,6,1,1,0,1,10
116.371677,40.002169,6/15/16,68,465,65865,70.6,3,1,1,1,4,1992,4,4,0.5,0,1,1,8
116.342241,40.038962,8/31/16,38,1350,77498,174.2,3,2,1,2,3,2011,4,6,0.667,1,0,0,8
116.642449,39.899814,6/27/16,29,530,41556,127.54,3,2,1,2,4,2005,4,6,0.5,1,1,0,11
116.184432,40.053671,9/8/16,29,1150,46368,248.02,3,3,1,2,4,2009,4,6,0.5,1,0,0,8
116.655265,40.139222,8/7/16,31,192,29539,65,2,1,1,1,4,1989,4,4,0.333,0,0,0,13
116.512916,39.966511,7/13/16,87,358,44561,80.34,2,1,1,1,1,2005,4,6,0.3,1,1,0,7
116.612765,39.905006,6/29/16,30,428,35265,121.37,3,2,1,2,4,2005,4,6,0.5,0,0,0,7
116.486709,39.895879,6/26/16,25,800,64470,124.09,2,2,1,2,1,2004,3,6,0.429,1,1,1,7
116.599448,40.048301,6/26/16,20,139.8,23760,58.84,2,1,1,1,4,1989,3,2,0.333,0,1,0,13
116.412539,39.967344,6/19/16,15,950,59907,158.58,3,2,1,2,1,2001,4,6,0.667,1,1,0,1
116.347563,39.729069,8/4/16,12,198,29628,66.83,2,1,1,1,4,1981,4,2,0.5,0,0,1,4
116.491703,39.929224,6/28/16,22,432,39435,109.55,3,1,1,1,1,1999,3,6,0.167,1,0,1,7
116.433425,40.01024,8/21/16,90,650,64453,100.85,2,1,1,1,1,2003,3,6,0.375,1,1,1,7
116.299708,40.050845,8/19/16,49,720,63717,113,2,2,1,2,4,2010,4,6,0.5,1,0,0,8
116.253721,39.921868,8/9/16,35,171,36649,46.66,1,1,1,1,4,1993,3,2,0.333,0,0,0,9
116.492039,40.004922,7/23/16,24,1050,71153,147.57,3,2,1,2,4,2006,3,6,0.667,1,1,1,7
116.337461,40.086345,7/4/16,28,312,33044,94.42,2,1,1,1,4,2000,3,2,0.5,0,1,0,6
116.493676,40.0031,8/16/16,63,768,76800,100,2,2,1,1,4,2007,4,6,0.5,1,1,0,7
116.662088,39.893938,7/14/16,14,350,41225,84.9,2,1,1,1,3,2005,4,6,0.375,1,1,1,11
116.482331,40.014156,8/29/16,31,650,53755,120.92,3,1,1,2,1,2001,3,6,0.25,1,1,1,7
116.419618,39.845427,7/29/16,21,188,37919,49.58,1,0,1,1,1,2007,1,6,0.111,1,0,1,2
116.192392,39.778845,6/27/16,9,201.5,26867,75,2,1,1,1,4,2012,3,6,0.5,1,0,0,5
116.430798,39.923454,8/15/16,37,590,97942,60.24,2,1,1,1,4,1988,4,2,0.5,0,1,1,1
116.378925,39.84505,7/23/16,26,318,49836,63.81,1,1,1,1,4,2005,3,6,0.5,1,1,1,2
116.298094,39.95077,7/26/16,18,1320,78877,167.35,3,2,1,2,4,2004,3,6,1,1,1,1,8
116.441446,39.943621,10/16/16,101,420,75964,55.29,2,1,1,1,3,1990,3,2,0.5,1,0,1,1
116.47773,40.002156,6/27/16,27,385,53325,72.2,1,1,1,1,1,1997,4,6,0.25,1,1,1,7
116.344985,39.891739,8/22/16,100,545,70569,77.23,2,1,1,1,1,2004,3,6,0.182,1,1,1,10
116.375911,39.881969,6/22/16,11,430,80329,53.53,2,1,1,1,4,1990,3,2,0.333,0,1,1,10
116.45208,39.904622,8/7/16,49,620,77714,79.78,2,1,1,1,1,2004,4,6,0.273,1,1,1,1
116.421209,40.046624,9/20/16,64,251,41148,61,1,1,1,1,1,2005,4,6,0.25,1,1,1,7
116.497256,39.804081,6/22/16,27,325,39514,82.25,2,1,1,1,3,2000,4,6,0.333,1,1,0,3
116.485296,39.991732,7/13/16,24,555,44604,124.43,2,1,1,2,1,Î´Öª,4,6,0.375,1,1,1,7
116.122354,39.937384,10/5/16,73,310,27495,112.75,3,1,1,1,4,2000,4,2,0.333,0,0,0,12
116.433989,39.973135,8/4/16,65,352,52397,67.18,3,1,1,1,4,1959,3,4,0.5,0,1,1,7
116.364028,39.870465,7/6/16,30,376,51332,73.25,3,1,1,1,4,1995,3,4,0.167,0,1,0,2
116.513848,39.875068,6/20/16,28,281,37917,74.11,2,1,1,1,4,1993,4,4,0.25,0,0,1,7
116.430562,40.045549,7/3/16,40,420,47165,89.05,2,1,1,2,1,2004,4,6,0.3,1,1,0,7
116.48545,39.920755,8/30/16,37,268,49411,54.24,2,1,1,1,4,1980,3,2,0.333,0,1,1,7
116.435511,39.946194,6/28/16,49,560,74987,74.68,2,1,1,1,4,2003,3,6,0.667,1,1,1,1
116.468749,39.874429,7/3/16,16,513,37777,135.8,2,2,1,2,1,2003,4,6,0.375,1,1,1,7
116.442022,39.893339,6/17/16,24,310,61472,50.43,2,1,1,1,4,1978,2,4,0.333,0,1,0,1
116.414421,40.053513,10/6/16,94,259,32965,78.57,3,1,1,1,3,2007,3,6,0.5,1,0,0,7
116.285133,39.888468,8/27/16,103,140,53847,26,1,0,0,1,3,2012,4,6,0.5,1,0,0,2
116.285133,39.888468,8/27/16,12,713,54847,130,2,2,1,1,3,2012,4,6,0.5,1,0,0,2
116.154608,39.726495,6/17/16,14,210,23077,91,2,1,1,1,4,2010,4,6,0.333,1,1,1,5
116.315028,39.900525,6/30/16,36,340,28814,118,2,1,1,2,3,2008,1,6,0.125,1,0,1,8
116.553061,39.923838,7/14/16,114,251,33140,75.74,2,1,1,1,1,1998,4,6,0.2,1,1,0,7
116.337135,40.044991,6/19/16,10,345,57214,60.3,1,1,1,1,3,2005,4,6,0.333,1,1,0,8
116.67755,39.890698,7/21/16,18,297,31610,93.96,2,1,1,1,4,1999,4,2,0.5,0,1,1,11
116.647356,39.896263,7/21/16,12,462,39153,118,3,2,1,2,4,2002,3,2,0.5,0,0,1,11
116.316963,40.056306,6/23/16,25,208,38061,54.65,1,1,1,1,4,2000,3,2,0.25,0,1,1,8
116.421263,39.946757,7/22/16,52,750,102740,73,2,1,1,1,3,2003,3,2,0.25,1,1,1,1
116.48253,40.001651,6/27/16,7,764,57604,132.63,2,1,1,2,4,2006,1,6,0.667,1,1,1,7
116.343001,39.964408,6/27/16,15,518,76177,68,3,1,1,1,1,1991,3,6,0.25,1,1,0,8
116.471508,40.000031,8/31/16,26,785,87271,89.95,2,2,1,1,1,Î´Öª,4,6,0.5,1,0,1,7
116.491708,40.003156,9/26/16,59,1243,95206,130.56,3,2,1,2,4,2009,4,6,0.667,1,0,1,7
116.375054,40.018311,8/14/16,212,478,63404,75.39,2,1,1,1,4,Î´Öª,3,2,0.5,0,0,0,7
116.334045,39.757413,7/15/16,24,209.8,29550,71,2,1,1,1,4,1995,3,4,0.333,0,0,1,4
116.350111,39.797633,7/29/16,23,211,31030,68,1,0,0,1,1,2010,3,6,0.273,1,0,0,4
116.368316,39.892214,7/24/16,45,497,61359,81,2,1,1,1,1,2004,4,6,0.25,1,0,1,10
116.560531,39.925155,7/28/16,133,227,37708,60.2,1,1,1,1,4,1998,3,2,0.333,0,1,0,7
116.527286,39.829962,7/27/16,42,320,35584,89.93,2,1,1,1,4,2010,4,6,0.5,1,0,0,4
116.3593,39.979996,11/3/16,15,460,103885,44.28,1,0,0,1,4,2016,2,6,0.136,1,0,1,8
116.609957,39.91983,3/28/17,252,400,60607,66,1,1,1,1,3,2009,3,6,0.4,1,0,0,7
116.370246,39.946832,9/24/16,77,624,87641,71.2,3,1,1,1,4,1983,4,2,0.5,0,0,1,10
116.354548,39.733154,7/20/16,18,167,23638,70.65,2,1,1,1,4,1994,3,2,0.5,0,1,0,4
116.34141,39.855605,6/16/16,5,169,39303,43,1,1,1,1,4,1992,3,2,0.5,0,0,1,2
116.370471,39.919146,7/24/16,34,1184,147797,80.11,1,1,1,1,4,2004,4,6,0.333,1,0,1,10
116.298445,39.838903,8/17/16,4,276,24756,111.49,2,1,1,1,1,2008,3,6,1.579,1,0,1,2
116.415924,39.997995,8/14/16,12,850,46882,181.31,4,2,1,2,3,1990,4,6,0.667,1,0,1,7
116.521774,39.94004,7/19/16,13,240,48643,49.34,1,0,1,1,3,2007,1,6,0.333,1,0,0,7
116.475053,39.885225,6/21/16,27,345,36923,93.44,3,1,1,1,1,2005,3,6,0.2,1,1,1,7
116.441781,39.991956,6/17/16,30,394,61659,63.9,2,1,1,1,4,1995,3,2,0.333,0,1,0,7
116.469221,40.000762,7/29/16,9,693,46955,147.59,3,2,1,2,1,2001,1,6,0.375,1,0,1,7
116.369672,40.021,6/20/16,18,581,52315,111.06,3,1,1,1,3,2003,3,6,0.25,1,1,0,7
116.469221,40.000762,8/15/16,14,630,54064,116.53,2,2,1,2,1,2002,4,6,0.375,1,0,1,7
116.541005,40.103325,6/19/16,0,330,25000,132,3,2,1,2,4,2006,1,2,0.5,0,0,0,13
116.446167,39.969777,7/18/16,63,285,51232,55.63,2,0,1,1,3,1986,3,6,0.25,1,1,0,7
116.505827,39.9008,6/25/16,12,530,57930,91.49,2,1,1,1,1,2007,4,6,0.286,1,1,1,7
116.638919,39.900576,7/12/16,29,200.5,36966,54.24,1,0,1,1,1,2009,4,6,0.167,1,1,0,11
116.482498,39.912103,8/21/16,7,800,43621,183.4,3,1,1,2,1,2000,4,6,0.375,1,1,1,7
116.497474,39.810115,6/15/16,25,138.8,27973,49.62,1,1,1,1,1,2009,4,6,0.25,1,0,1,3
116.382561,39.862204,7/11/16,28,169,39303,43,1,1,1,1,4,1993,4,2,0.25,0,1,1,2
116.377737,40.012518,7/25/16,17,211.5,45000,47,1,0,1,1,3,2007,4,6,0.154,1,1,1,7
116.435763,39.798071,7/5/16,25,223,29343,76,1,2,1,1,3,2010,4,6,0.333,0,0,0,2
116.385168,39.900454,7/11/16,16,797,85406,93.32,2,1,1,1,3,1999,4,6,0.5,1,0,1,10
116.47638,39.875691,8/4/16,18,258,53750,48,1,0,1,1,3,2012,4,6,0.333,1,0,1,7
116.459186,39.959951,6/17/16,2,336,55082,61,2,1,1,1,4,1981,4,2,0.333,0,1,0,7
116.494021,39.900148,6/18/16,21,448,55309,81,2,1,1,1,4,2013,1,6,0.182,1,0,1,7
116.491703,39.929224,7/24/16,52,246.5,46266,53.28,2,1,1,1,4,1985,3,2,0.333,0,1,1,7
116.433321,39.906309,6/24/16,4,470,60257,78,2,1,1,1,1,1980,3,6,0.2,1,1,1,1
116.454898,39.931723,7/13/16,55,245,60855,40.26,1,1,1,1,1,1988,4,6,0.2,1,1,1,7
116.437967,40.001107,7/13/16,32,458,62526,73.25,2,1,1,1,4,1996,4,2,0.333,0,0,1,7
116.612342,39.935122,7/11/16,30,308.5,34792,88.67,2,2,1,1,3,2013,4,6,0.25,1,1,1,7
116.402495,39.846914,6/21/16,76,234,33563,69.72,2,1,1,1,4,2000,4,2,0.5,0,0,1,2
116.389093,39.848051,7/25/16,46,502.5,39567,127,3,1,1,2,3,2004,3,6,0.5,1,0,1,2
116.523444,39.92445,6/23/16,41,620,42987,144.23,3,2,1,2,1,2003,4,6,0.375,1,1,1,7
116.440006,39.998639,7/17/16,3,1780,72432,245.75,3,2,1,3,4,2012,4,6,1,1,0,0,7
116.472175,40.017522,6/24/16,71,416,57826,71.94,2,2,1,1,4,1998,4,2,0.5,0,0,1,7
116.568799,39.853078,10/10/16,30,900,44971,200.13,4,2,1,3,4,2008,4,6,1,1,0,0,7
116.347007,40.004589,8/30/16,70,406,66558,61,2,1,1,1,4,1995,4,2,0.5,0,1,1,8
116.312131,39.970749,9/24/16,88,530,86039,61.6,2,1,1,1,1,1992,3,6,0.143,1,1,1,8
116.493655,39.905367,8/11/16,13,730,44965,162.35,3,1,1,2,3,2004,4,6,0.25,1,0,1,7
116.147569,39.903963,7/22/16,11,276,33015,83.6,2,1,1,1,4,Î´Öª,3,6,0.5,1,0,0,12
116.448876,39.901694,7/17/16,98,334.5,69703,47.99,1,0,1,1,1,2004,4,6,0.125,1,1,1,1
116.497474,39.810115,6/29/16,18,147,29638,49.6,1,1,1,1,1,2009,4,6,0.222,1,0,1,3
116.558938,39.922567,6/16/16,41,196,36297,54,2,1,1,1,4,1988,3,2,0.333,0,1,1,7
116.384071,39.892118,7/18/16,43,1215,110455,110,3,2,1,1,3,2011,2,6,0.667,1,0,1,10
116.308482,39.943704,9/21/16,68,456,65849,69.25,3,1,1,1,4,1980,4,2,0.5,0,0,1,8
116.488874,39.788231,7/23/16,19,655,45487,144,3,2,1,2,4,2013,4,6,1,1,0,0,3
116.428108,40.123749,6/22/16,10,239,25699,93,2,2,1,1,4,2000,3,2,0.5,0,1,0,6
116.600168,39.937451,7/2/16,19,721,43361,166.28,3,2,1,2,3,2009,4,6,1,1,1,1,7
116.558938,39.922567,6/21/16,28,218,33726,64.64,3,1,1,1,4,1978,3,4,0.333,0,1,1,7
116.458721,39.817347,8/11/16,118,479.5,36370,131.84,3,1,1,2,4,2003,3,2,0.333,1,1,0,4
116.426734,40.066064,7/20/16,55,298,22924,130,3,2,1,2,4,1999,3,2,0.5,0,1,0,6
116.413532,39.970005,8/30/16,102,337,49559,68,2,1,1,1,3,1992,3,6,0.167,1,0,0,7
116.37555,40.042102,2/27/17,134,718,48659,147.56,3,2,1,2,4,2000,4,6,0.333,0,0,0,8
116.311776,40.084907,7/15/16,24,480,34167,140.49,3,2,1,2,4,2004,4,2,0.5,0,1,0,6
116.47638,39.875691,6/29/16,32,417,50947,81.85,2,1,1,1,1,2002,3,6,0.2,1,1,0,7
116.455069,39.844997,7/13/16,10,305.5,46288,66,1,1,1,1,4,2012,4,6,0.25,1,0,1,7
116.250662,39.910338,8/19/16,6,348,44051,79,3,1,1,1,4,1987,3,2,0.5,0,1,0,9
116.493655,39.905367,8/20/16,11,338,57581,58.7,1,1,1,1,3,2004,4,6,0.286,1,0,1,7
116.353023,39.88224,7/14/16,22,650,47167,137.81,3,2,1,2,1,2002,2,6,0.25,1,0,0,10
116.447783,39.94387,6/26/16,17,1140,87578,130.17,2,2,1,2,3,2004,4,6,0.667,1,1,1,1
116.343739,39.981113,9/15/16,35,540,77923,69.3,2,1,1,1,3,1990,4,6,0.143,1,1,1,8
116.609957,39.91983,7/7/16,57,278,42122,66,1,1,1,1,3,2008,4,6,0.4,1,1,0,7
116.332984,39.893644,7/8/16,147,364,61695,59,2,1,1,1,4,1981,3,2,0.333,0,1,1,10
116.35978,39.889627,9/25/16,23,900,75631,119,2,2,1,2,3,2000,3,6,0.5,1,0,1,10
116.337584,39.795021,8/31/16,45,319,33376,95.58,2,1,1,1,4,2003,4,2,0.5,0,1,1,4
116.344664,39.802705,6/17/16,41,194.8,33755,57.71,1,1,1,1,4,2002,3,2,0.333,0,0,0,4
116.420546,39.997876,7/1/16,22,285,57000,50,1,1,1,1,1,1990,3,6,0.25,1,1,0,7
116.288489,39.928841,7/20/16,3,330,60000,55,2,1,1,1,1,1998,3,6,0.25,1,1,0,8
116.415343,40.075533,7/6/16,19,300,29496,101.71,2,1,1,1,4,2000,4,2,0.5,0,1,1,6
116.378983,39.872229,8/25/16,41,326,52624,61.95,1,1,1,1,4,2002,3,2,0.333,0,0,0,2
116.247008,39.906426,7/13/16,4,895,61725,145,3,2,1,2,3,2008,4,6,1,1,0,0,9
116.513063,39.937121,6/25/16,19,320,48266,66.3,1,1,1,1,3,2006,4,6,0.333,1,1,1,7
116.328035,40.078668,6/17/16,19,570,26515,214.98,5,2,1,3,4,Î´Öª,4,2,0.5,0,1,1,6
116.409861,40.042394,7/20/16,47,470,47227,99.52,2,1,1,1,4,2003,4,6,0.5,1,1,0,7
116.330345,39.984336,6/28/16,12,566,100533,56.3,2,1,1,1,4,1989,4,2,0.333,0,1,1,8
116.338916,39.731149,6/30/16,12,285,26099,109.2,2,1,1,1,4,Î´Öª,4,6,0.5,1,0,1,4
116.636725,40.031531,7/28/16,30,190,19337,98.26,2,1,1,1,4,1999,4,2,0.5,0,1,0,13
116.271746,40.05804,7/30/16,21,457,79631,57.39,1,1,1,1,4,2004,4,2,0.333,0,1,1,8
116.417902,40.004014,8/3/16,40,351,63495,55.28,2,1,1,1,4,1993,4,2,0.5,0,1,1,7
116.415742,40.077796,7/19/16,4,365,26263,138.98,2,2,1,2,4,2003,3,2,0.5,1,1,1,6
116.35154,39.954963,9/19/16,31,525,86066,61,1,1,1,1,1,2003,4,6,0.25,1,0,0,8
116.455926,39.945052,9/20/16,21,420,72981,57.55,2,1,1,1,4,1987,3,2,0.5,0,1,0,7
116.203021,39.929599,6/27/16,142,209,30790,67.88,2,1,1,1,4,1997,3,2,0.333,0,1,0,9
116.288489,39.928841,8/23/16,62,370,57813,64,2,1,1,1,4,1997,4,6,2,1,1,0,8
116.544378,39.968509,7/25/16,54,530,57609,92,3,2,1,1,4,2011,3,6,0.5,1,0,0,7
